date,eta,kappa,lambda_1,rho,nu_0,rmse
2026-02-27,0.13444158152398125,0.8895860949841677,1.7038053517106146,-0.9897645885680103,0.20166269272830484,0.030846096228129692
2026-03-02,0.14546025525047326,0.8768544976939602,2.0,-0.937751079600017,0.22281612410163323,0.019861782177898295
2026-03-03,0.07029792465450309,0.9976175024348222,0.8210628808673748,-0.9125558408067609,0.24644601283814488,0.039411737149980884
2026-03-04,0.1446544961020484,0.8801834417438736,1.9478388570583103,-0.8234541631825256,0.2220354536983649,0.017707169436319732
2026-03-05,0.07482949649795755,1.5000957059191986,0.5052497562331172,-0.7035664048399922,0.21874226083356424,
2026-03-06,0.017321167780059637,1.4953193547843597,0.5807456173746633,-0.7374703559737827,0.3069589590990729,0.04946698522226644
2026-03-09,0.1613667942764983,0.8980373479768538,1.9792631475752365,-0.99,0.2609331145022002,0.0408394846679939
2026-03-10,0.06739038979540975,3.5525269856515345,2.0,-0.99,0.27809920984081016,0.02098204603443894
2026-03-11,0.07871160034901696,1.5002020559889544,0.5026428631669525,-0.702322238323413,0.21930896052304902,0.038606938059975754
2026-03-12,0.08757476428774101,1.2340242516623428,2.0,-0.7544299954045727,0.29508114011000386,0.019252485443158007
2026-03-13,0.05969551696420287,0.9983084916207082,0.8225322041155951,-0.9102667842127053,0.2768762041011686,0.023513588129236523
2026-03-16,0.06355769841075784,4.350547186765473,2.0,-0.99,0.2841626996763767,0.019998358980082946
2026-03-17,0.0812299157325958,2.6041273952008996,2.0,-0.7785232139605558,0.2507586530199043,0.015436105634283364
2026-03-18,0.058682309661945486,4.879992112308159,2.0,-0.9843947305040622,0.31948717393607234,0.01973038848732785
2026-03-19,0.11191690034869707,1.0010083491228543,0.8016754016283951,-0.9026110076190864,0.22823792221058345,0.028637578071970895
2026-03-20,0.07945605589478338,2.357848629809564,2.0,-0.5899463899147275,0.30610637340569596,0.009063995736574926
2026-03-23,0.09702986075397926,1.496570795805259,2.0,-0.46578529790810835,0.28663812723691484,0.009718785438713797
2026-03-24,0.10226979372973816,1.4336468664174027,2.0,-0.4779239098850479,0.287895976125537,0.008516906741506397
2026-03-25,0.09734848598327149,1.452866954342199,2.0,-0.47184585309638694,0.28538206001475214,0.009633939718544269
2026-03-26,0.09011786954732087,1.8295564009340293,2.0,-0.49091567549504567,0.29838111273710183,0.009378324702072808
2026-03-27,0.07496908512049025,2.86332111221334,2.0,-0.6016949179623448,0.32884072392856767,0.009030891895997005
2026-03-30,0.07229931119585811,3.3776864105473896,2.0,-0.6605342391856078,0.33599061560853405,0.009155079985591287
2026-03-31,0.08106266327812717,2.098467759284714,2.0,-0.5453345685469836,0.300046867130594,0.012734618258480844
2026-04-01,0.08811091073610305,1.61956252147598,2.0,-0.46214416567935335,0.28644292600137533,0.01092747758139915
2026-04-02,0.08607960714371725,1.6564957144765928,2.0,-0.4870458883299561,0.2858032792384455,0.013092155439695828
2026-04-06,0.09707094428243211,1.3143278468158848,2.0,-0.4234820985201601,0.27957040350309637,0.01258750382465381
2026-04-07,0.0972798320368647,1.4311064727032887,2.0,-0.515099150432204,0.28364234386705056,0.012733734891118375
2026-04-08,0.07671887245366306,1.4997038430986978,0.517827462086057,-0.7101860651369492,0.22118433465917559,0.04267480495729528
2026-04-09,0.07267595378296739,1.0004580487326218,0.8071210150574074,-0.9075782311813596,0.2257588007520543,0.027099883340946287
2026-04-10,0.07561355053166541,1.0009454383422722,0.8028519841459245,-0.9050792737315578,0.2156859377217661,0.02140851878954482
2026-04-13,0.06507077249091515,0.9407234713318711,1.2374183995333627,-0.9759594432796951,0.22815332469328087,0.01913143758145076
2026-04-14,0.07281740543404981,1.0006432563654626,0.8070764371335261,-0.9083647498385383,0.21155720552002172,0.03187781124914795
2026-04-15,0.07411993123587998,1.0004713058643202,0.8161073108930725,-0.9091086776758733,0.20633707609558177,0.029657125885799707
2026-04-16,0.07487442705032268,1.0006338006401094,0.8038270158727809,-0.9056603381860606,0.21167329530152182,0.031432294126096105
2026-04-17,0.06981106454877574,1.0005685022479698,0.803692278515015,-0.9055310932470455,0.19507886508530525,0.03332879951880323
2026-04-20,0.15077215597290877,1.4051973362732202,1.3767867652239065,-0.9773932709361158,0.10751925950408578,0.02028377585398333
2026-04-21,0.08620389712666185,0.9118856945417617,1.527133974794544,-0.9857382894078087,0.22891393161923207,0.017866351401360184
2026-04-22,0.0672992986165854,0.9996963739034521,0.8112974625177888,-0.9101296953544548,0.2269797985129023,0.041630753627034625
2026-04-23,0.5,0.18311675432335586,2.0,-0.515662157812831,0.22532232966888102,0.012625004499297253
2026-04-24,0.0867840838762248,1.0007854721958511,0.8035444956034559,-0.9061302999699762,0.22933906673927323,0.03585269437458458
2026-04-27,0.07101412245517347,1.0005701606770991,0.8052760040647365,-0.9068236841315329,0.19970572471525955,0.029645173259405026
2026-04-28,0.0697814785215914,1.0005071856797598,0.8048779227419387,-0.90655149558023,0.19744249013768014,0.02916170992267569
2026-04-29,0.07731411807059477,1.4997851131161406,0.516859100672415,-0.7094108688267438,0.23090176679474503,
2026-04-30,0.07205796333145606,1.0003835927910125,0.8106452457590206,-0.909118336614911,0.20516866832182878,0.03832505811367813
2026-05-01,0.4711229929498723,0.11545530302456398,2.0,-0.8825651222141034,0.22352505695541477,0.019603335705093667
2026-05-04,0.06808943070747144,1.5000733002580742,0.5058592993601991,-0.7037763113529446,0.200241549923671,
2026-05-05,0.0696230006135285,1.0004974144383871,0.8028610818176967,-0.904633807145802,0.19789586729845743,0.03052341480253574
2026-05-06,0.07153736303619865,1.4995659202824543,0.5166310454596846,-0.7087168804240862,0.22745669144790648,
2026-05-07,0.050885595378194794,1.4932067867327072,0.5961759326175927,-0.7384690985852631,0.237936603563163,0.031344091003332956
2026-05-08,0.07347734048837022,1.0002429052472122,0.8185096911533571,-0.9092191497839307,0.2043588866343325,0.03483832788970693
2026-05-11,0.031932408789950864,0.9736856067474172,1.0256786451090392,-0.99,0.22459811582936645,0.026366256932579175
2026-05-12,0.07362629817342554,1.0001814706193999,0.8114755264740987,-0.9113347375693266,0.21976343254903594,0.03789443465341755
2026-05-13,0.07224967908316213,1.000097067654836,0.8100704469999122,-0.909478461240425,0.22715693496833617,0.03186771924556545
2026-05-14,0.1314443662694232,0.8460103675529423,1.4665350963092945,-0.99,0.18155136877459202,0.020952496296451968
2026-05-15,0.04454024550183672,0.9663589027103493,1.0709728966458125,-0.99,0.22092448089899847,0.019174213733401772
2026-05-18,0.012427534751666846,1.4988603968851166,0.833233799558747,-0.8122843192007682,0.2438422850111903,0.02398579980716195
2026-05-19,0.07326554916178075,1.0002896177002474,0.8096304442546545,-0.9101444636993336,0.21301045033088659,0.031070618880157545
2026-05-20,0.07152530650005,0.9998731717740489,0.8123157983967704,-0.9105492656659734,0.22626661806047577,0.03479776282360377
2026-05-21,0.001027460865499718,1.4859292587462931,0.7176969830651584,-0.7848669848885693,0.2657493109771719,0.03619065179346977
2026-05-22,0.06972117319044904,1.00027631283506,0.8097273163796845,-0.9076200756594573,0.19446023750276561,0.02740733988382882
2026-05-26,0.07763454055310674,1.4996733612085216,0.5235718954032591,-0.712658056211481,0.21954208580465376,0.04276381000347341
2026-05-27,0.06670349571915503,0.9999991081262859,0.8082512363421347,-0.9072846598217029,0.20668193556726727,0.024465038015036866
2026-05-28,0.07346757383624808,1.0000628332717854,0.8191510359457962,-0.9097709977508995,0.20796313330018,0.02926784224959889
2026-05-29,0.08327074178161174,1.5000104636399767,0.5097704452264077,-0.7058576432524245,0.22535115390371807,
2026-06-01,0.06961219568152865,1.0002410663402928,0.8088885184288274,-0.9082794961705419,0.1987861044722785,0.03408506980350447
2026-06-02,0.08559259418715032,2.0001160665805595,0.30898812063316805,-0.5040096760089949,0.2500076627180398,0.04117487493311768
